Movie_name,Release_Date,tconst,nconst,Director_name,capped_profit,Successful,num_movies,Director_age
Kiss the Girls,1997,tt0119468,nm0001219,Gary Fleder,11609286.614221303,4.8,82,32
Roseland,1977,tt0076639,nm0412465,James Ivory,0.0,4.4,35,49
Immortal Sergeant,1943,tt0036037,nm0821472,John M. Stahl,0.0,4.6,43,57
The Scent of Green Papaya,1993,tt0107617,nm0870841,Anh Hung Tran,0.0,4.7,9,31
The Day the Earth Stood Still,2008,tt0970416,nm0220600,Scott Derrickson,11609286.614221303,4.5,21,42
The Tree,2010,tt1496005,nm0078465,Julie Bertuccelli,2409297.8155362583,4.6,15,42
The Pelican Brief,1993,tt0107798,nm0001587,Alan J. Pakula,11609286.614221303,4.8,16,65
Let Me In,2010,tt1228987,nm0716257,Matt Reeves,4500764.851624929,4.8,22,44
Conversation Piece,1974,tt0071585,nm0899581,Luchino Visconti,0.0,4.7,17,68
High Crimes,2002,tt0257756,nm0002083,Carl Franklin,11609286.614221303,4.7,55,53
Dracula 3D,2012,tt1852770,nm0000783,Dario Argento,0.0,3.9,37,72
Two Smart People,1946,tt0039055,nm0202088,Jules Dassin,0.0,4.5,25,35
Mudhalvan,1999,tt0220656,nm0788171,S. Shankar,-10516870.078543196,4.8,17,36
The Entity,1982,tt0082334,nm0002089,Sidney J. Furie,-22079020.7253886,4.2,88,49
Catch Me If You Can,2002,tt0264464,nm0000229,Steven Spielberg,11609286.614221303,5.1,60,56
Happy Times,2000,tt0303243,nm0955443,Yimou Zhang,-2612071.5253581107,4.7,31,49
Under the Tuscan Sun,2003,tt0328589,nm0920108,Audrey Wells,11609286.614221303,4.8,2,43
Dazed and Confused,1993,tt0106677,nm0000500,Richard Linklater,1791256.0452991056,4.8,41,33
Sadma,1983,tt0086230,nm0536818,Balu Mahendra,0.0,4.9,26,44
Intergirl,1989,tt0097584,nm0865421,Pyotr Todorovskiy,0.0,4.7,16,64
Charlie Wilson's War,2007,tt0472062,nm0001566,Mike Nichols,11609286.614221303,4.9,27,76
A Perfect World,1993,tt0107808,nm0000142,Clint Eastwood,11609286.614221303,5.0,43,63
"Welcome Home, Roxy Carmichael",1990,tt0100911,nm0000720,Jim Abrahams,0.0,4.4,12,46
Lily in Love,1984,tt0089365,nm0538652,Károly Makk,0.0,4.4,64,59
Flawless,1999,tt0155711,nm0001708,Joel Schumacher,6374765.268142478,4.6,37,60
Kanto Wanderer,1963,tt0057219,nm0840671,Seijun Suzuki,0.0,4.6,56,40
Behold a Pale Horse,1964,tt0057879,nm0003593,Fred Zinnemann,0.0,4.6,44,57
Blackmail,2005,tt0444769,nm0222427,Anil Devgan,0.0,4.2,3,30
1969,1988,tt0094594,nm0860125,Ernest Thompson,11609286.614221303,4.6,6,39
Lady Oscar,1979,tt0077827,nm0218840,Jacques Demy,0.0,4.4,20,48
Gone in 60 Seconds,1974,tt0071571,nm0355181,H.B. Halicki,11609286.614221303,4.7,4,34
Kaiyethum Doorath,2002,tt0356774,nm0269778,Fazil,0.0,3.9,31,49
Terminator 3: Rise of the Machines,2003,tt0181852,nm0609236,Jonathan Mostow,11609286.614221303,4.7,19,42
Turn the Key Softly,1953,tt0046471,nm0497442,Jack Lee,0.0,4.6,15,40
No End,1985,tt0086961,nm0001425,Krzysztof Kieslowski,0.0,4.7,53,44
Smile,1975,tt0073722,nm0006916,Michael Ritchie,0.0,4.7,54,37
Phone Call from a Stranger,1952,tt0045029,nm0624535,Jean Negulesco,11609286.614221303,4.9,81,52
Nallathambi,1949,tt0234312,nm0471487,R. Krishnan,0.0,4.9,55,40
Terror Train,1980,tt0081617,nm0006854,Roger Spottiswoode,11609286.614221303,4.6,37,35
"Enemies, a Love Story",1989,tt0097276,nm0005196,Paul Mazursky,0.0,4.6,19,59
I'll Be Seeing You,1944,tt0036940,nm0226189,William Dieterle,0.0,4.7,83,51
Initial D,2005,tt0439630,nm0490487,Andrew Lau,-1877726.4203115,4.5,47,45
Pete 'n' Tillie,1972,tt0069080,nm0728688,Martin Ritt,11609286.614221303,4.7,33,58
Stay Hungry,1976,tt0075268,nm0706182,Bob Rafelson,-20799780.348513696,4.0,23,43
The Departed,2006,tt0407887,nm0000217,Martin Scorsese,11609286.614221303,7.0,74,64
The Chameleon,2010,tt1359553,nm0758933,Jean-Paul Salomé,0.0,4.3,13,50
Fists in the Pocket,1965,tt0059619,nm0069166,Marco Bellocchio,0.0,4.8,57,26
Zabriskie Point,1970,tt0066601,nm0000774,Michelangelo Antonioni,-36585112.68512557,4.0,34,58
Closed for Winter,2009,tt0775080,nm0091824,James Bogle,0.0,4.3,76,50
The Silence,1963,tt0057611,nm0000005,Ingmar Bergman,0.0,4.8,85,45
Venus Beauty Institute,1999,tt0174330,nm0551217,Tonie Marshall,0.0,4.5,14,48
Billa,2009,tt1525323,nm2593421,Meher Ramesh,0.0,4.5,8,33
Gates of the Night,1946,tt0038853,nm0138893,Marcel Carné,0.0,4.7,23,40
The Conspirators,1944,tt0036719,nm0624535,Jean Negulesco,0.0,4.6,81,44
Chemmeen,1965,tt0059028,nm0439253,Ramu Kariat,0.0,4.8,15,37
The Hound of the Deep,1926,tt0180044,nm0403439,Frank Hurley,0.0,4.1,32,41
The Onion Field,1979,tt0079668,nm0000887,Harold Becker,11609286.614221303,4.8,18,51
Shoot the Moon,1982,tt0084675,nm0000570,Alan Parker,11609286.614221303,4.8,20,38
The Untouchables,1987,tt0094226,nm0000361,Brian De Palma,11609286.614221303,5.8,39,47
Foxy Brown,1974,tt0071517,nm0384335,Jack Hill,-2400569.5453777253,4.5,15,41
An Unforgettable Summer,1994,tt0111546,nm0684596,Lucian Pintilie,0.0,4.7,12,61
Finishing School,1934,tt0025117,nm0629519,George Nichols Jr.,0.0,4.6,13,37
Pandora's Box,2008,tt1285130,nm0882445,Yesim Ustaoglu,0.0,4.7,12,48
Desert Hearts,1985,tt0089015,nm0215123,Donna Deitch,-770291.2147505422,4.7,77,40
Paheli,2005,tt0451850,nm0657505,Amol Palekar,-5939870.53552379,4.4,19,61
I Dream Too Much,1935,tt0026507,nm0188669,John Cromwell,11039063.50941105,4.5,47,49
Black Christmas,2006,tt0454082,nm0604688,Glen Morgan,11609286.614221303,4.4,5,45
Destination Tokyo,1943,tt0035799,nm0202681,Delmer Daves,0.0,4.7,30,39
Night Eyes,1990,tt0100251,nm0612730,Jag Mundhra,0.0,4.1,30,42
St George's Day,2012,tt1329232,nm0363857,Frank Harper,0.0,4.2,4,50
Latino,1985,tt0089463,nm0005549,Haskell Wexler,0.0,4.4,16,63
Blind Chance,1987,tt0084549,nm0001425,Krzysztof Kieslowski,0.0,4.8,53,46
Blackout,2009,tt1094994,nm2756091,Ryan Curtis,327082.059960908,4.0,1,32
Strangers When We Meet,1960,tt0054345,nm0703689,Richard Quine,0.0,4.7,50,40
Chrystal,2004,tt0362506,nm0571964,Ray McKinnon,101343.04931262684,4.6,9,47
Sanders of the River,1935,tt0026966,nm0466113,Zoltan Korda,0.0,4.3,16,40
Primer,2004,tt0390384,nm1503403,Shane Carruth,523597.8169240272,4.6,2,32
The Graduate,1967,tt0061722,nm0001566,Mike Nichols,11609286.614221303,6.3,27,36
Murder Most Foul,1964,tt0058383,nm0689659,George Pollock,0.0,4.7,20,57
The Mothman Prophecies,2002,tt0265349,nm0671210,Mark Pellington,11609286.614221303,4.7,60,40
The Vanishing,1993,tt0108473,nm0806293,George Sluizer,11609286.614221303,4.7,33,61
Dropout,1970,tt0169806,nm0000972,Tinto Brass,0.0,4.5,28,37
"Happy Birthday, Wanda June",1971,tt0067180,nm0733476,Mark Robson,0.0,4.4,32,58
Maniac Cop,1988,tt0095583,nm0527350,William Lustig,-858031.5604340781,4.4,10,33
Playing by Heart,1998,tt0145734,nm0141033,Willard Carroll,-29045897.449005675,4.2,6,43
I Wish I Had a Wife,2001,tt0287583,nm0661832,Heung-sik Park,0.0,4.5,7,36
Conflict of Interest,1993,tt0106601,nm0204629,Gary Davis,0.0,4.1,1,42
U.S. Marshals,1998,tt0120873,nm0000829,Stuart Baird,11609286.614221303,4.8,3,51
He Walked by Night,1948,tt0040427,nm0921288,Alfred L. Werker,0.0,4.7,44,52
Chill Factor,1999,tt0163579,nm0425244,Hugh Johnson,-83475572.77120215,2.8,1,53
The Social Network,2010,tt1285016,nm0000399,David Fincher,11609286.614221303,6.9,33,48
Hanky Panky,1982,tt0084049,nm0001627,Sidney Poitier,0.0,4.4,9,55
Sadie McKee,1934,tt0025740,nm0113284,Clarence Brown,0.0,4.6,52,44
A Blade in the Dark,1983,tt0085303,nm0000877,Lamberto Bava,0.0,4.4,59,39
T.R. Baskin,1971,tt0067817,nm0006889,Herbert Ross,0.0,4.5,24,44
The Racket,1951,tt0043955,nm0188669,John Cromwell,11609286.614221303,4.8,47,65
Tales of Terror,1962,tt0056552,nm0000339,Roger Corman,11609286.614221303,4.8,50,36
The Big Chill,1983,tt0085244,nm0001410,Lawrence Kasdan,11609286.614221303,4.9,20,34
The Rebel Rousers,1970,tt0066286,nm0169592,Martin B. Cohen,0.0,4.0,1,47
Eragon,2006,tt0449010,nm0266777,Stefen Fangmeier,11609286.614221303,4.5,1,46
The Long Kiss Goodnight,1996,tt0116908,nm0001317,Renny Harlin,11609286.614221303,4.8,67,37
Panic in Year Zero!,1962,tt0056331,nm0001537,Ray Milland,0.0,4.6,17,55
Mr. & Mrs. Bridge,1990,tt0100200,nm0412465,James Ivory,0.0,4.6,35,62
Starstruck,1998,tt0127901,nm0256722,John Enbom,0.0,4.2,5,30
Sudden Impact,1983,tt0086383,nm0000142,Clint Eastwood,11609286.614221303,4.8,43,53
I Spy,2002,tt0297181,nm0858525,Betty Thomas,-12792871.04398981,4.1,63,55
When a Man Loves a Woman,1994,tt0111693,nm0001502,Luis Mandoki,0.0,4.6,25,40
Ballistic: Ecks vs. Sever,2002,tt0308208,nm1126346,Wych Kaosayananda,-65905726.03033496,2.8,10,28
Jarhead,2005,tt0418763,nm0005222,Sam Mendes,11609286.614221303,4.9,16,40
Pray,2005,tt0493849,nm1104340,Yûichi Satô,0.0,4.2,66,43
The Champagne Murders,1967,tt0060944,nm0001031,Claude Chabrol,0.0,4.4,86,37
Skinwalkers,2006,tt0461703,nm0410494,James Isaac,3839765.6979141,4.2,3,46
The Next Hit,2008,tt1098360,nm1519133,Antwan Smith,0.0,3.9,11,32
Nothing in Common,1986,tt0091653,nm0005190,Garry Marshall,11609286.614221303,4.6,37,52
A Very Serious Person,2006,tt0491223,nm0123958,Charles Busch,0.0,4.6,1,52
Katalin Varga,2009,tt1360875,nm3270827,Peter Strickland,0.0,4.7,13,36
Prem Kahani,1975,tt0073569,nm0451846,Raj Khosla,0.0,4.6,26,50
Ishqiya,2010,tt1345777,nm1322477,Abhishek Chaubey,0.0,4.7,8,33
Hustle,1975,tt0073133,nm0000736,Robert Aldrich,0.0,4.5,54,57
The Namesake,2006,tt0433416,nm0619762,Mira Nair,9557720.651987929,4.9,30,49
Raincoat,2004,tt0405266,nm0315916,Rituparno Ghosh,0.0,4.8,21,41
Home Sweet Home,1973,tt0173904,nm0484009,Benoît Lamy,0.0,4.6,8,28
The Friends of Eddie Coyle,1973,tt0070077,nm0946811,Peter Yates,0.0,4.7,39,44
Away We Go,2009,tt1176740,nm0005222,Sam Mendes,-2317940.342156209,4.6,16,44
Psycho III,1986,tt0091799,nm0000578,Anthony Perkins,11609286.614221303,4.5,2,54
Old Ironsides,1926,tt0017226,nm0190516,James Cruze,0.0,4.6,73,42
My Dear Muthachan,1992,tt0353769,nm0030791,Sathyan Anthikad,0.0,4.5,57,37
Ruthless,1948,tt0040751,nm0880618,Edgar G. Ulmer,0.0,4.6,44,44
Amphetamine,2010,tt1603789,nm2947826,Scud,0.0,4.4,8,43
Wild Oranges,1924,tt0015498,nm0896542,King Vidor,0.0,4.6,73,30
Mehbooba,1976,tt0268449,nm0759662,Shakti Samanta,0.0,4.6,41,50
Silent Souls,2010,tt1693830,nm1922735,Aleksey Fedorchenko,0.0,4.6,12,44
The Boondock Saints,1999,tt0144117,nm0240627,Troy Duffy,-8483886.611229176,4.7,6,28
Sarraounia,1986,tt0091892,nm0393124,Med Hondo,0.0,4.7,12,51
Lord Love a Duck,1966,tt0060636,nm0043480,George Axelrod,0.0,4.5,2,44
La Señal,2007,tt0906777,nm0201857,Ricardo Darín,0.0,4.4,1,50
Patriot Games,1992,tt0105112,nm0637518,Phillip Noyce,11609286.614221303,4.8,79,42
Went the Day Well?,1942,tt0035429,nm0146709,Alberto Cavalcanti,0.0,4.8,61,45
Cass Timberlane,1947,tt0039250,nm0796645,George Sidney,0.0,4.5,54,31
Sleeping with the Enemy,1991,tt0102945,nm0747849,Joseph Ruben,11609286.614221303,4.7,18,41
Monsieur Verdoux,1947,tt0039631,nm0000122,Charles Chaplin,-21208167.22657708,4.5,72,58
The Monk,2011,tt1605769,nm0596962,Dominik Moll,-11576898.19840179,4.2,17,49
Private Hell 36,1954,tt0047370,nm0796923,Don Siegel,0.0,4.6,52,42
An American Crime,2007,tt0802948,nm0641373,Tommy O'Haver,-2283528.5753156315,4.7,13,39
Minority Report,2002,tt0181689,nm0000229,Steven Spielberg,11609286.614221303,5.0,60,56
Velayudham,2011,tt1965272,nm1001345,Mohan Raja,-7367117.035346594,4.3,12,37
Le choc,1982,tt0083734,nm0205370,Robin Davis,0.0,4.4,38,39
Dhoom 2,2006,tt0441048,nm1189376,Sanjay Gadhvi,-12917685.916249843,4.3,7,41
Children of a Lesser God,1986,tt0090830,nm0354279,Randa Haines,11609286.614221303,5.8,18,41
Phileine Says Sorry,2003,tt0314502,nm0922520,Robert Jan Westdijk,-5366377.250283126,4.4,8,39
Shaft,2000,tt0162650,nm0005436,John Singleton,11609286.614221303,4.6,19,32
Flight for Freedom,1943,tt0035888,nm0578985,Lothar Mendes,0.0,4.4,24,49
Seeking Justice,2011,tt1214962,nm0002044,Roger Donaldson,-4887768.524255818,4.4,35,66
The Osterman Weekend,1983,tt0086058,nm0001603,Sam Peckinpah,11609286.614221303,4.6,33,58
The Last Wave,1977,tt0076299,nm0001837,Peter Weir,-3163860.2227416476,4.6,31,33
The Girl in a Swing,1988,tt0097435,nm0381638,Gordon Hessler,1495412.5352984287,4.3,69,63
Born to Kill,1947,tt0039211,nm0936404,Robert Wise,0.0,4.7,39,33
Venus,2006,tt0489327,nm0585011,Roger Michell,8527422.463999009,4.8,34,50
The Ring Finger,2005,tt0411117,nm0078363,Diane Bertrand,0.0,4.5,9,54
Tennessee Johnson,1942,tt0036419,nm0226189,William Dieterle,-15102801.163265308,4.3,83,49
The River,1997,tt0119263,nm0158857,Tsai Ming-liang,0.0,4.7,42,40
The Slugger's Wife,1985,tt0090036,nm0000797,Hal Ashby,0.0,4.1,17,56
Flying Virus,2001,tt0282496,nm0362799,Jeff Hare,0.0,3.9,29,37
The Day After Tomorrow,2004,tt0319262,nm0000386,Roland Emmerich,11609286.614221303,4.8,26,49
Comrades: Almost a Love Story,1996,tt0117905,nm0151066,Peter Ho-Sun Chan,0.0,4.9,20,34
Lost Indulgence,2008,tt1201637,nm1403892,Yibai Zhang,0.0,4.6,10,45
The Garden of Delights,1970,tt0065913,nm0767022,Carlos Saura,0.0,4.6,51,38
Jumpin' Jack Flash,1986,tt0091306,nm0001508,Penny Marshall,11609286.614221303,4.6,20,43
Casanova 70,1965,tt0059015,nm0598102,Mario Monicelli,0.0,4.5,55,50
There Will Be Blood,2007,tt0469494,nm0000759,Paul Thomas Anderson,11609286.614221303,6.7,24,37
Deep Cover,1992,tt0104073,nm0004886,Bill Duke,11609286.614221303,4.9,92,49
The Nameless,1999,tt0222368,nm0049371,Jaume Balagueró,0.0,4.4,19,31
Abandon,2002,tt0267248,nm0300866,Stephen Gaghan,11609286.614221303,4.4,9,37
Richard III,1955,tt0049674,nm0000059,Laurence Olivier,11609286.614221303,5.0,7,48
Broadcast News,1987,tt0092699,nm0000985,James L. Brooks,11609286.614221303,4.9,6,47
Black and White,2002,tt0299547,nm0481567,Craig Lahiff,0.0,4.6,14,55
Kadhal Azhivathillai,2002,tt8669138,nm0707388,Thesingu Rajendar,0.0,4.4,20,47
Sea Wife,1957,tt0050944,nm0573775,Bob McNaught,0.0,4.4,3,42
Extremities,1986,tt0091024,nm0950001,Robert M. Young,0.0,4.5,32,62
Tiara Tahiti,1962,tt0056583,nm0467646,Ted Kotcheff,0.0,4.4,89,31
Tehilim,2007,tt0816672,nm0618930,Raphaël Nadjari,0.0,4.4,8,36
No Looking Back,1998,tt0119560,nm0122653,Edward Burns,322553.23887633556,4.4,38,30
Ran,1985,tt0089881,nm0000041,Akira Kurosawa,-25309579.488820884,5.3,32,75
The Spirit,2008,tt0831887,nm0588340,Frank Miller,-23056122.89102619,3.8,3,51
The Son,2002,tt0291172,nm0201094,Jean-Pierre Dardenne,0.0,4.8,18,51
How I Ended This Summer,2010,tt1588875,nm1403225,Alexei Popogrebsky,-2714173.3029740895,4.6,29,38
The Miracle of Bern,2003,tt0326429,nm0941811,Sönke Wortmann,0.0,4.6,37,44
Project Nim,2011,tt1814836,nm1016428,James Marsh,431583.6075005464,4.8,24,48
The Color of Fame,2008,tt1298722,nm0068674,Alejandro Bellame Palacios,0.0,4.8,4,44
Last Man Standing,1996,tt0116830,nm0001353,Walter Hill,-29783325.08828286,4.0,32,54
Quitting,2001,tt0298238,nm0955434,Yang Zhang,0.0,4.7,12,34
Americanese,2006,tt0402763,nm0125930,Eric Byler,0.0,4.3,10,34
A Kid for Two Farthings,1955,tt0048250,nm0715346,Carol Reed,0.0,4.5,32,49
Ruby Gentry,1952,tt0045109,nm0896542,King Vidor,10922855.147520402,4.8,73,58
Me and You and Everyone We Know,2005,tt0415978,nm0432380,Miranda July,9713310.273903135,4.9,10,31
Target for Tonight,1941,tt0121791,nm0914972,Harry Watt,0.0,4.5,25,35
Deep End,1970,tt0066122,nm0804592,Jerzy Skolimowski,0.0,4.7,28,32
Nightwatch,1997,tt0119791,nm0097079,Ole Bornedal,1885604.6736289065,4.5,31,38
Breakthrough,1950,tt0042282,nm0782597,Lewis Seiler,11609286.614221303,4.8,90,60
Pit Fighter,2005,tt0396096,nm0425364,Jesse V. Johnson,0.0,4.1,28,34
The Garden of Allah,1936,tt0027657,nm0092915,Richard Boleslawski,-37559103.36538461,4.0,22,47
The Maltese Falcon,1941,tt0033870,nm0001379,John Huston,-6028934.634974534,4.8,41,35
Land of the Dead,2005,tt0418819,nm0001681,George A. Romero,11609286.614221303,4.7,29,65
Nothing to Lose,2002,tt0349895,nm0659380,Danny Pang,0.0,4.3,25,37
The Seven Minutes,1971,tt0067736,nm0000540,Russ Meyer,0.0,4.3,33,49
Spartan,2004,tt0360009,nm0000519,David Mamet,-13958875.151412688,4.3,25,57
In the Beginning,2009,tt1198385,nm0316306,Xavier Giannoli,0.0,4.7,15,39
Al otro lado,2005,tt0457274,nm1094895,Natalia Almada,0.0,4.8,11,31
Fireworks,1997,tt0119169,nm0682251,Leonardo Pieraccioni,0.0,4.4,15,32
Bend It Like Beckham,2002,tt0286499,nm0149446,Gurinder Chadha,11609286.614221303,4.8,26,42
Zero Effect,1998,tt0120906,nm0440458,Jake Kasdan,-4229850.932562753,4.6,45,24
Cutting Class,1989,tt0097136,nm0657853,Rospo Pallenberg,0.0,4.1,1,50
The Wild Ride,1960,tt0054475,nm0075769,Harvey Berman,0.0,4.1,1,31
Downhill,1927,tt0017825,nm0000033,Alfred Hitchcock,0.0,4.4,81,28
Youth in Revolt,2009,tt0403702,nm0037708,Miguel Arteta,1791539.8414943186,4.6,66,44
Black Zoo,1963,tt0056872,nm0330036,Robert Gordon,0.0,4.4,60,50
Jaws 3-D,1983,tt0085750,nm0023469,Joe Alves,11609286.614221303,4.2,1,47
The Pleasure of His Company,1961,tt0055307,nm0780833,George Seaton,0.0,4.6,22,50
The Young Poisoner's Handbook,1995,tt0115033,nm0743239,Benjamin Ross,0.0,4.7,15,31
Mansfield Park,1999,tt0178737,nm0005390,Patricia Rozema,6787427.353243283,4.8,28,41
Jessica,1962,tt0056117,nm0624535,Jean Negulesco,0.0,4.4,81,62
Where the Truth Lies,2005,tt0373450,nm0000382,Atom Egoyan,-26089756.38854193,4.1,40,45
The Remains of the Day,1993,tt0107943,nm0412465,James Ivory,11609286.614221303,5.0,35,65
A Letter from Death Row,1998,tt0119521,nm0048745,Marvin Baker,0.0,3.9,4,33
Moloch,1999,tt0199777,nm0812546,Aleksandr Sokurov,0.0,4.6,67,48
Conflict,1936,tt0027462,nm0397227,David Howard,0.0,4.4,44,40
Below,2002,tt0276816,nm0878638,David Twohy,-51847606.61630392,3.6,12,47
The Whole Shootin' Match,1978,tt0181156,nm0672070,Eagle Pennell,-108.87202350536536,4.7,7,26
Jack the Bear,1993,tt0107247,nm0380980,Marshall Herskovitz,8432898.146167867,4.7,18,41
Ekalavyan,1993,tt0353386,nm0435050,Shaji Kailas,0.0,4.6,49,28
Saving Grace B. Jones,2009,tt1107948,nm0828328,Connie Stevens,0.0,4.3,3,71
Carve Her Name with Pride,1958,tt0051454,nm0318150,Lewis Gilbert,0.0,4.7,42,38
Shadows in the Sun,2005,tt0376181,nm0592436,Brad Mirman,0.0,4.6,13,52
The Power of Kangwon Province,1998,tt0156906,nm0393254,Hong Sang-soo,0.0,4.6,34,38
Conduct Unbecoming,1975,tt0072812,nm0027183,Michael Anderson,0.0,4.6,45,55
Dressed to Kill,1941,tt0033558,nm0285946,Eugene Forde,0.0,4.5,54,43
Kinsey,2004,tt0362269,nm0174374,Bill Condon,11609286.614221303,4.9,22,49
The Young Victoria,2009,tt0962736,nm0885249,Jean-Marc Vallée,-8375495.987706082,5.2,32,46
The Brothers Rico,1957,tt0050213,nm0439597,Phil Karlson,0.0,4.6,72,49
Safety Last!,1923,tt0014429,nm0628345,Fred C. Newmeyer,0.0,4.9,56,35
Rambo,2008,tt0462499,nm0000230,Sylvester Stallone,11609286.614221303,4.9,14,62
Under Secret Orders,1937,tt0030397,nm0344933,Edmond T. Gréville,0.0,4.4,48,31
Elizabeth,1998,tt0127536,nm0001408,Shekhar Kapur,11609286.614221303,6.1,26,53
Infinity,1996,tt0116635,nm0000111,Matthew Broderick,0.0,4.5,1,34
The House on Chelouche Street,1973,tt0069771,nm0594624,Moshé Mizrahi,0.0,4.6,17,43
Hold Your Man,1933,tt0024130,nm0939992,Sam Wood,11609286.614221303,4.8,74,50
Speedway Junky,1999,tt0155197,nm0675235,Nickolas Perry,-1421198.6592625943,4.4,4,32
The Million Dollar Hotel,2000,tt0120753,nm0000694,Wim Wenders,-10998195.896244677,4.2,65,55
Judas Kiss,1998,tt0138541,nm0349406,Sebastian Gutierrez,0.0,4.5,29,24
Molière,2007,tt0796335,nm1016687,Laurent Tirard,0.0,4.7,15,40
Running Out of Time 2,2001,tt0295578,nm0864775,Johnnie To,0.0,4.4,88,46
Ek Main Aur Ekk Tu,2012,tt1703958,nm2439708,Shakun Batra,0.0,4.4,5,29
Vidhaata,1982,tt0084866,nm0007131,Subhash Ghai,0.0,4.6,24,37
Conquest,1937,tt0028739,nm0113284,Clarence Brown,11609286.614221303,4.8,52,47
Panic Room,2002,tt0258000,nm0000399,David Fincher,11609286.614221303,4.8,33,40
A Walk to Remember,2002,tt0281358,nm0788202,Adam Shankman,11609286.614221303,4.9,37,38
Funny People,2009,tt1201167,nm0031976,Judd Apatow,-3768107.021947263,4.4,27,42
Aakrosh,2010,tt1708453,nm0698184,Priyadarshan,0.0,4.7,88,53
Süskind,2012,tt1609159,nm0073888,Rudolf van den Berg,0.0,4.6,22,63
Performance,1970,tt0066214,nm0131910,Donald Cammell,0.0,4.6,5,36
The Best Day of My Life,2002,tt0296144,nm0173724,Cristina Comencini,0.0,4.6,17,46
The Isle,2000,tt0255589,nm1104118,Kim Ki-duk,-40327.63480255516,4.6,25,40
Street of Chance,1930,tt0021420,nm0188669,John Cromwell,0.0,4.5,47,44
Texasville,1990,tt0103069,nm0000953,Peter Bogdanovich,4109325.538618534,4.5,34,51
The Burmese Harp,1956,tt0049012,nm0406728,Kon Ichikawa,0.0,4.9,98,41
"Rome, Open City",1945,tt0038890,nm0744023,Roberto Rossellini,0.0,4.9,60,39
The 6th Day,2000,tt0216216,nm0006854,Roger Spottiswoode,11609286.614221303,4.6,37,55
Stormy Monday,1988,tt0096180,nm0001214,Mike Figgis,0.0,4.5,41,40
Narrow Margin,1990,tt0100224,nm0001382,Peter Hyams,11609286.614221303,4.8,24,47
Other People's Money,1991,tt0102609,nm0422484,Norman Jewison,11609286.614221303,4.7,47,65
What Time Is It There?,2001,tt0269746,nm0158857,Tsai Ming-liang,0.0,4.7,42,44
Confessions of a Nazi Spy,1939,tt0031173,nm0514822,Anatole Litvak,0.0,4.6,35,37
Invisible Target,2007,tt0995739,nm0150802,Benny Chan,0.0,4.6,58,46
Friday Night Lights,2004,tt0390022,nm0000916,Peter Berg,11609286.614221303,4.9,45,40
Safe,1995,tt0114323,nm0001331,Todd Haynes,795801.7129662037,4.7,23,34
Vettaiyaadu Vilaiyaadu,2006,tt0455829,nm1069826,Gautham Vasudev Menon,0.0,4.9,40,33
Golanthara Vartha,1993,tt0251717,nm0030791,Sathyan Anthikad,0.0,4.6,57,38
Dev,2004,tt0364303,nm0631539,Govind Nihalani,0.0,4.6,19,64
Under Siege 2: Dark Territory,1995,tt0114781,nm0614276,Geoff Murphy,11609286.614221303,4.5,32,57
The Formula,1980,tt0080754,nm0000814,John G. Avildsen,11609286.614221303,4.6,31,45
Bava Nachadu,2001,tt1604887,nm0433893,K.S. Ravikumar,0.0,4.0,43,43
Independence Day,1996,tt0116629,nm0000386,Roland Emmerich,11609286.614221303,5.4,26,41
Heaven with a Barbed Wire Fence,1939,tt0031409,nm0007220,Ricardo Cortez,0.0,4.5,7,39
The House on 92nd Street,1945,tt0037795,nm0368871,Henry Hathaway,0.0,5.0,64,47
North Country,2005,tt0395972,nm0138927,Niki Caro,-13789904.033356946,4.5,14,39
At Close Range,1986,tt0090670,nm0001226,James Foley,-14038942.446590131,4.4,37,33
Grand Prix,2010,tt1885266,nm0946092,Yun-ho Yang,0.0,4.4,13,44
Leaving Normal,1992,tt0104697,nm0001880,Edward Zwick,0.0,4.6,32,40
Buried,2010,tt1462758,nm0181579,Rodrigo Cortés,11609286.614221303,4.9,16,37
"My Mother, the Mermaid",2004,tt0417782,nm0661832,Heung-sik Park,0.0,4.6,7,39
Spider Lilies,2007,tt0891457,nm1548552,Zero Chou,0.0,4.5,69,38
Scarface,1983,tt0086250,nm0000361,Brian De Palma,11609286.614221303,5.1,39,43
Swapnakoodu,2003,tt0378826,nm0436382,Kamal,0.0,4.5,48,46
Rhinoceros,1974,tt0070605,nm0641415,Tom O'Horgan,0.0,4.4,7,50
Roma,2004,tt0383862,nm0034899,Adolfo Aristarain,-3464005.141711815,4.7,21,61
Batman Begins,2005,tt0372784,nm0634240,Christopher Nolan,11609286.614221303,5.1,16,35
The Mouth Agape,1974,tt0071587,nm0681207,Maurice Pialat,0.0,4.7,36,49
Havana,1990,tt0099747,nm0001628,Sydney Pollack,-55727491.30763441,3.5,66,56
Red Skies of Montana,1952,tt0045074,nm0628149,Joseph M. Newman,11145770.558694288,4.7,67,43
The Dead Zone,1983,tt0085407,nm0000343,David Cronenberg,11609286.614221303,4.9,48,40
Penny and the Pownall Case,1948,tt0040687,nm0359467,Slim Hand,0.0,4.3,1,46
Runway,2004,tt0389337,nm0430782,Joshiy,0.0,4.6,84,52
Murder by Death,1976,tt0074937,nm0601800,Robert Moore,11609286.614221303,4.9,46,49
A Short Film About Love,1988,tt0095467,nm0001425,Krzysztof Kieslowski,0.0,4.9,53,47
