Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
Double Dribble,Other,1946,tt0038489,nm0360286,Jack Hannah,4.6,Jack Hannah,121.0,1913,1994,33
Milan,Family,1967,tt0061974,nm0836899,Adurthi Subba Rao,4.7,Adurthi Subba Rao,41.0,1912,1975,55
L'Atalante,Drama,1934,tt0024844,nm0897118,Jean Vigo,4.8,Jean Vigo,4.0,1905,1934,29
Blame it on Rio,Family,1984,tt0086973,nm0002045,Stanley Donen,4.6,Stanley Donen,26.0,1924,2019,60
Log Kya Kahenge,Other,1982,tt0230465,nm0410870,B.R. Ishara,4.7,B.R. Ishara,46.0,1934,2012,48
Anandam,Other,2001,tt0409694,nm1626425,Sreenu Vaitla,4.7,Sreenu Vaitla,18.0,1972,0,29
Blissfully Yours,Drama,2002,tt0317171,nm0917405,Apichatpong Weerasethakul,4.6,Apichatpong Weerasethakul,46.0,1970,0,32
Forbidden Planet,Fiction,1956,tt0049223,nm0928208,Fred M. Wilcox,5.0,Fred M. Wilcox,11.0,1907,1964,49
Saving Face,Drama,2004,tt0384504,nm1226108,Alice Wu,4.7,Alice Wu,3.0,1970,0,34
Dial M for Murder,Drama,1954,tt0046912,nm0000033,Alfred Hitchcock,5.1,Alfred Hitchcock,81.0,1899,1980,55
Diamond Dogs,Drama,2007,tt0858433,nm0234520,Shimon Dotan,4.0,Shimon Dotan,14.0,1949,0,58
Lakshmi,Other,2006,tt0813550,nm1352172,V.V. Vinayak,4.4,V.V. Vinayak,17.0,1974,0,32
Good Neighbours,Drama,2010,tt1576440,nm0862932,Jacob Tierney,4.4,Jacob Tierney,119.0,1979,0,31
Tarawa Beachhead,Drama,1958,tt0052272,nm0920862,Paul Wendkos,4.4,Paul Wendkos,205.0,1925,2009,33
Laid to Rest,Horror,2009,tt1228933,nm0356042,Robert Hall,4.3,Robert Hall,17.0,1973,2021,36
Presumed Innocent,Drama,1990,tt0100404,nm0001587,Alan J. Pakula,4.8,Alan J. Pakula,16.0,1928,1998,62
Save the Tiger,Drama,1973,tt0070640,nm0000814,John G. Avildsen,5.3,John G. Avildsen,31.0,1935,2017,38
Watership Down,Drama,1978,tt0078480,nm0742034,Martin Rosen,4.7,Martin Rosen,3.0,1936,0,42
The Sin of Harold Diddlebock,Family,1947,tt0039825,nm0002545,Preston Sturges,4.5,Preston Sturges,13.0,1898,1959,49
Cleopatra,Drama,2003,tt0346765,nm0586002,Eduardo Mignogna,4.6,Eduardo Mignogna,13.0,1940,2006,63
Cold Lunch,Other,2008,tt1105734,nm1576066,Eva Sørhaug,4.3,Eva Sørhaug,43.0,1971,0,37
Bronco Billy,Action/Adventure,1980,tt0080472,nm0000142,Clint Eastwood,4.5,Clint Eastwood,43.0,1930,0,50
Operation Pacific,Action/Adventure,1951,tt0043887,nm0905729,George Waggner,4.8,George Waggner,180.0,1894,1984,57
Stablemates,Drama,1938,tt0030786,nm0939992,Sam Wood,4.6,Sam Wood,74.0,1883,1949,55
Hell's House,Drama,1932,tt0022991,nm0383304,Howard Higgin,4.4,Howard Higgin,21.0,1891,1938,41
The Last Detail,Drama,1973,tt0070290,nm0000797,Hal Ashby,5.0,Hal Ashby,17.0,1929,1988,44
Chicago,Family,2002,tt0299658,nm0551128,Rob Marshall,8.3,Rob Marshall,10.0,1960,0,42
Starcrash,Fiction,1978,tt0079946,nm0172826,Luigi Cozzi,4.0,Luigi Cozzi,29.0,1947,0,31
Inside Out,Other,1975,tt0073174,nm0240439,Peter Duffell,4.4,Peter Duffell,69.0,1922,2017,53
The Wild World of Batwoman,Fiction,1966,tt0061191,nm0912876,Jerry Warren,3.5,Jerry Warren,7.0,1925,1988,41
Code of Silence,Drama,1985,tt0088936,nm0001112,Andrew Davis,4.4,Andrew Davis,25.0,1946,0,39
Confessions of a Window Cleaner,Family,1974,tt0071357,nm0346436,Val Guest,4.2,Val Guest,79.0,1911,2006,63
Rize,Other,2005,tt0436724,nm0479999,David LaChapelle,4.7,David LaChapelle,7.0,1963,0,42
Sexmission,Fiction,1984,tt0088083,nm0532702,Juliusz Machulski,4.8,Juliusz Machulski,49.0,1955,0,29
Last Tango in Paris,Drama,1972,tt0070849,nm0000934,Bernardo Bertolucci,4.8,Bernardo Bertolucci,26.0,1941,2018,31
Max,Drama,2002,tt0290210,nm0583675,Menno Meyjes,4.3,Menno Meyjes,6.0,1954,0,48
His Glorious Night,Other,1929,tt0019988,nm0000859,Lionel Barrymore,4.9,Lionel Barrymore,13.0,1878,1954,51
3 Women,Drama,1977,tt0075612,nm0000265,Robert Altman,4.7,Robert Altman,213.0,1925,2006,52
Rebels,Family,2001,tt0247657,nm0719298,Filip Renc,4.6,Filip Renc,39.0,1965,0,36
The Seduction of Joe Tynan,Drama,1979,tt0079875,nm0770234,Jerry Schatzberg,4.5,Jerry Schatzberg,13.0,1927,0,52
Murmur of the Heart,Family,1971,tt0067778,nm0001501,Louis Malle,4.8,Louis Malle,39.0,1932,1995,39
Jedara Bale,Other,1968,tt0290676,nm3413454,S.K. Bhagavan,5.1,S.K. Bhagavan,25.0,1933,2023,35
The Roots of Heaven,Drama,1958,tt0052148,nm0001379,John Huston,4.7,John Huston,41.0,1906,1987,52
Ernesto,Family,1979,tt0079111,nm0760072,Salvatore Samperi,4.7,Salvatore Samperi,22.0,1943,2009,36
Downtown,Drama,1990,tt0099460,nm0000907,Richard Benjamin,4.5,Richard Benjamin,22.0,1938,0,52
Blitz Wolf,Other,1942,tt0034524,nm0000813,Tex Avery,4.7,Tex Avery,195.0,1908,1980,34
Wagon Heels,Other,1945,tt0038233,nm0163332,Robert Clampett,4.6,Robert Clampett,156.0,1913,1984,32
Bad Education,Drama,2004,tt0275491,nm0000264,Pedro Almodóvar,5.0,Pedro Almodóvar,43.0,1949,0,55
False Hare,Other,1964,tt0058086,nm0571781,Robert McKimson,4.6,Robert McKimson,270.0,1910,1977,54
Jack Be Nimble,Drama,1993,tt0107242,nm0561703,Garth Maxwell,4.4,Garth Maxwell,55.0,1963,0,30
The Wicker Man,Drama,2006,tt0450345,nm0001438,Neil LaBute,3.9,Neil LaBute,51.0,1963,0,43
The Express,Drama,2008,tt0469903,nm0001219,Gary Fleder,4.1,Gary Fleder,82.0,1965,0,43
Sunday in New York,Family,1963,tt0057543,nm0856715,Peter Tewksbury,4.8,Peter Tewksbury,228.0,1923,2003,40
Pathogen,Horror,2006,tt0481598,nm2035204,Emily Hagins,4.3,Emily Hagins,10.0,1992,0,14
Latter Days,Drama,2003,tt0345551,nm0184947,C. Jay Cox,4.7,C. Jay Cox,8.0,1962,0,41
The Adventuress,Drama,1950,tt0041141,nm0332737,Alberto Gout,4.7,Alberto Gout,25.0,1913,1966,37
Arjun,Action/Adventure,2004,tt0907619,nm0348015,Gunasekhar,4.5,Gunasekhar,15.0,1964,0,40
Jumper,Drama,2008,tt0489099,nm0510731,Doug Liman,4.7,Doug Liman,41.0,1965,0,43
The Idle Class,Other,1921,tt0012304,nm0000122,Charles Chaplin,4.7,Charles Chaplin,72.0,1889,1977,32
The Man Who Could Cheat Death,Fiction,1959,tt0053041,nm0279807,Terence Fisher,4.5,Terence Fisher,87.0,1904,1980,55
Up,Drama,2009,tt1049413,nm0230032,Pete Docter,6.4,Pete Docter,7.0,1968,0,41
Port of Shadows,Drama,1938,tt0030643,nm0138893,Marcel Carné,4.8,Marcel Carné,23.0,1906,1996,32
The Best of Times,Family,1986,tt0090713,nm0006854,Roger Spottiswoode,4.4,Roger Spottiswoode,37.0,1945,0,41
Valente Quintero,Drama,1973,tt0324407,nm1047690,Mario Hernández,4.8,Mario Hernández,43.0,1936,0,37
Killshot,Drama,2008,tt0443559,nm0006960,John Madden,4.5,John Madden,68.0,1949,0,59
Bright Leaf,Drama,1950,tt0042285,nm0002031,Michael Curtiz,4.6,Michael Curtiz,171.0,1886,1962,64
Bridget Jones's Diary,Drama,2001,tt0243155,nm0536632,Sharon Maguire,4.8,Sharon Maguire,19.0,1960,0,41
Scooby-Doo 2: Monsters Unleashed,Horror,2004,tt0331632,nm0331532,Raja Gosnell,4.5,Raja Gosnell,16.0,1958,0,46
Blue Moon,Drama,2002,tt0328901,nm1227424,Andrea Maria Dusl,4.5,Andrea Maria Dusl,2.0,1961,0,41
True Women For Sale,Other,2008,tt1347006,nm0946875,Herman Yau,4.5,Herman Yau,74.0,1961,0,47
The Four Feathers,Action/Adventure,2002,tt0240510,nm0001408,Shekhar Kapur,4.4,Shekhar Kapur,26.0,1945,0,57
I Saw the Devil,Drama,2010,tt1588170,nm0453518,Jee-woon Kim,5.0,Jee-woon Kim,23.0,1964,0,46
Tomboy,Family,1985,tt0090184,nm0293113,Herb Freed,4.4,Herb Freed,10.0,1935,0,50
The Cracksman,Family,1963,tt0056960,nm0779670,Peter Graham Scott,4.4,Peter Graham Scott,156.0,1923,2007,40
Squeeze a Flower,Other,1970,tt0131027,nm0200022,Marc Daniels,4.4,Marc Daniels,520.0,1912,1989,58
Unholy Partners,Drama,1941,tt0034342,nm0503777,Mervyn LeRoy,4.6,Mervyn LeRoy,76.0,1900,1987,41
The Hours,Drama,2002,tt0274558,nm0197636,Stephen Daldry,6.4,Stephen Daldry,15.0,1960,0,42
Xanadu,Family,1980,tt0081777,nm0339254,Robert Greenwald,4.4,Robert Greenwald,33.0,1945,0,35
Yaarana,Drama,1981,tt0083349,nm0474859,Rakesh Kumar,4.7,Rakesh Kumar,1017.0,1941,2022,40
Return to Paradise,Drama,1998,tt0124595,nm0747849,Joseph Ruben,4.8,Joseph Ruben,18.0,1950,0,48
Kabul Express,Action/Adventure,2006,tt0770214,nm1203138,Kabir Khan,4.6,Kabir Khan,14.0,1971,0,35
Sparrow,Action/Adventure,2008,tt0491044,nm0864775,Johnnie To,4.6,Johnnie To,88.0,1955,0,53
I Love Beijing,Drama,2001,tt0277444,nm0948075,Ying Ning,4.7,Ying Ning,13.0,1959,0,42
Simhadri,Action/Adventure,2003,tt0375066,nm1442514,S.S. Rajamouli,4.7,S.S. Rajamouli,16.0,1973,0,30
Banjo on My Knee,Family,1936,tt0027331,nm0188669,John Cromwell,4.5,John Cromwell,47.0,1886,1979,50
What's Your Raashee?,Family,2009,tt1242530,nm0332950,Ashutosh Gowariker,4.2,Ashutosh Gowariker,13.0,1964,0,45
Vijetha,Family,1985,tt0246315,nm0004630,A. Kodandarami Reddy,4.8,A. Kodandarami Reddy,75.0,1950,0,35
Gun the Man Down,Action/Adventure,1956,tt0049286,nm0572132,Andrew V. McLaglen,4.5,Andrew V. McLaglen,305.0,1920,2014,36
Welcome to the Punch,Drama,2013,tt1684233,nm2123102,Eran Creevy,4.3,Eran Creevy,5.0,1976,0,37
Jism 2,Drama,2012,tt2226666,nm0080324,Pooja Bhatt,3.8,Pooja Bhatt,6.0,1972,0,40
Loose Loot,Other,1953,tt0046010,nm0925028,Jules White,4.7,Jules White,296.0,1900,1985,53
Hold Back the Dawn,Drama,1941,tt0033722,nm0500552,Mitchell Leisen,4.7,Mitchell Leisen,75.0,1898,1972,43
McQ,Action/Adventure,1974,tt0071824,nm0836328,John Sturges,4.5,John Sturges,41.0,1910,1992,64
Jackson,Drama,2008,tt0313088,nm0493369,J.F. Lawton,4.7,J.F. Lawton,9.0,1960,0,48
Golmaal Returns,Family,2008,tt1092005,nm1460159,Rohit Shetty,4.3,Rohit Shetty,20.0,1974,0,34
Lucky Break,Action/Adventure,2001,tt0246134,nm0146341,Peter Cattaneo,4.5,Peter Cattaneo,67.0,1964,0,37
La vie promise,Drama,2002,tt0295004,nm0196860,Olivier Dahan,4.4,Olivier Dahan,17.0,1967,0,35
Family Plot,Drama,1976,tt0074512,nm0000033,Alfred Hitchcock,4.8,Alfred Hitchcock,81.0,1899,1980,77
Solstice,Drama,2008,tt0473267,nm0617130,Daniel Myrick,4.3,Daniel Myrick,15.0,1963,0,45
Eating,Family,1990,tt0099480,nm0415617,Henry Jaglom,4.5,Henry Jaglom,21.0,1938,0,52
Lo squadrone bianco,Other,1936,tt0028302,nm0312866,Augusto Genina,4.6,Augusto Genina,92.0,1892,1957,44
Kareeb,Other,1998,tt0189633,nm0006765,Vidhu Vinod Chopra,4.6,Vidhu Vinod Chopra,12.0,1952,0,46
Anne of Green Gables,Family,1934,tt0024831,nm0629519,George Nichols Jr.,4.9,George Nichols Jr.,13.0,1897,1939,37
I Shot Andy Warhol,Drama,1996,tt0116594,nm0366004,Mary Harron,4.6,Mary Harron,49.0,1953,0,43
Party Girl,Other,1958,tt0052050,nm0712947,Nicholas Ray,4.7,Nicholas Ray,26.0,1911,1979,47
The Ditch,Drama,2010,tt1723112,nm1504063,Wang Bing,4.7,Wang Bing,22.0,1967,0,43
Incident at Raven's Gate,Drama,1988,tt0095098,nm0208854,Rolf de Heer,4.3,Rolf de Heer,20.0,1951,0,37
Come and Get It,Action/Adventure,1936,tt0027459,nm0943758,William Wyler,5.2,William Wyler,72.0,1902,1981,34
The Jade Box,Action/Adventure,1930,tt0021007,nm0853028,Ray Taylor,4.3,Ray Taylor,124.0,1888,1952,42
BMX Bandits,Drama,1983,tt0085204,nm0872062,Brian Trenchard-Smith,4.3,Brian Trenchard-Smith,93.0,1946,0,37
Twin Town,Family,1997,tt0120394,nm0020728,Kevin Allen,4.6,Kevin Allen,14.0,1962,0,35
The Last Flight of Noah's Ark,Other,1980,tt0081031,nm0418986,Charles Jarrott,4.6,Charles Jarrott,114.0,1927,2011,53
The Sum of Us,Drama,1994,tt0111309,nm0123587,Geoff Burton,4.7,Geoff Burton,6.0,1946,0,48
The Pleasure Seekers,Family,1964,tt0058479,nm0624535,Jean Negulesco,4.4,Jean Negulesco,81.0,1900,1993,64
Betty Blue,Drama,1986,tt0090563,nm0000894,Jean-Jacques Beineix,4.7,Jean-Jacques Beineix,12.0,1946,2022,40
The People Under the Stairs,Horror,1991,tt0105121,nm0000127,Wes Craven,4.7,Wes Craven,33.0,1939,2015,52
Donald's Dilemma,Other,1947,tt0039331,nm0454790,Jack King,4.7,Jack King,81.0,1895,1958,52
Wild Rovers,Action/Adventure,1971,tt0067989,nm0001175,Blake Edwards,4.6,Blake Edwards,75.0,1922,2010,49
Sunday Calm,Other,1923,tt0235798,nm0569697,Robert F. McGowan,4.4,Robert F. McGowan,116.0,1882,1955,41
Tempting Heart,Other,1999,tt0215240,nm0151827,Sylvia Chang,4.7,Sylvia Chang,13.0,1953,0,46
High Heels and Low Lifes,Action/Adventure,2001,tt0253126,nm0809321,Mel Smith,4.5,Mel Smith,6.0,1952,2013,49
Spirit of the Forest,Family,2008,tt1018789,nm4435031,David Rubín,3.9,David Rubín,1.0,1977,0,31
The Hammer,Family,2007,tt0814130,nm0379237,Charles Herman-Wurmfeld,4.7,Charles Herman-Wurmfeld,20.0,1966,0,41
My Favorite Brunette,Drama,1947,tt0039645,nm0637790,Elliott Nugent,4.6,Elliott Nugent,28.0,1896,1980,51
Major Barbara,Family,1941,tt0033868,nm0664257,Gabriel Pascal,4.6,Gabriel Pascal,2.0,1894,1954,47
The Mexican,Action/Adventure,2001,tt0236493,nm0893659,Gore Verbinski,4.7,Gore Verbinski,15.0,1964,0,37
People I Know,Drama,2002,tt0274711,nm0019341,Daniel Algrant,3.9,Daniel Algrant,8.0,1959,0,43
Dirty Work,Family,1998,tt0120654,nm0756114,Bob Saget,4.5,Bob Saget,12.0,1956,2022,42
Cronicas,Drama,2004,tt0382621,nm0179542,Sebastián Cordero,4.6,Sebastián Cordero,8.0,1972,0,32
Daughters of the Dust,Drama,1991,tt0104057,nm0201969,Julie Dash,4.6,Julie Dash,22.0,1952,0,39
The Calling,Drama,2002,tt0279721,nm0152082,Damian Chapa,4.2,Damian Chapa,50.0,1963,0,39
Head of the Family,Horror,1996,tt0116503,nm0023929,Charles Band,4.3,Charles Band,94.0,1951,0,45
Deewana Mastana,Family,1997,tt0118957,nm0223522,David Dhawan,4.6,David Dhawan,46.0,1955,0,42
Strange Confession,Other,1945,tt0038124,nm0388965,John Hoffman,4.6,John Hoffman,6.0,1904,1980,41
Under The Mountain,Fiction,2009,tt1275861,nm2204480,Jonathan King,4.2,Jonathan King,4.0,1967,0,42
Madhumati,Family,1958,tt0050665,nm0746950,Bimal Roy,4.8,Bimal Roy,24.0,1909,1966,49
La Valentina,Family,1966,tt0059858,nm0327950,Rogelio A. González,4.7,Rogelio A. González,72.0,1920,1984,46
Election,Action/Adventure,2005,tt0434008,nm0864775,Johnnie To,4.7,Johnnie To,88.0,1955,0,50
The Stupid Cupid,Other,1944,tt0037319,nm0850895,Frank Tashlin,4.7,Frank Tashlin,76.0,1913,1972,31
Zameer,Drama,1975,tt0073924,nm0159162,Ravi Chopra,4.4,Ravi Chopra,68.0,1946,2014,29
Return of the Texan,Other,1952,tt0045083,nm0202681,Delmer Daves,4.6,Delmer Daves,30.0,1904,1977,48
Phantasm IV: OblIVion,Horror,1998,tt0138703,nm0181741,Don Coscarelli,4.3,Don Coscarelli,11.0,1954,0,44
Claustrophobia,Horror,2003,tt0315411,nm0454355,Mark Tapio Kines,3.9,Mark Tapio Kines,9.0,1970,0,33
Don Giovanni,Other,1979,tt0079063,nm0521334,Joseph Losey,4.4,Joseph Losey,36.0,1909,1984,70
Filhaal...,Other,2002,tt0307866,nm1126068,Meghna Gulzar,4.4,Meghna Gulzar,9.0,1973,0,29
Jeopardy,Drama,1953,tt0045932,nm0836328,John Sturges,4.8,John Sturges,41.0,1910,1992,43
First Love,Family,1939,tt0031311,nm0467396,Henry Koster,4.7,Henry Koster,49.0,1905,1988,34
Mina Tannenbaum,Other,1994,tt0110521,nm0240987,Martine Dugowson,4.7,Martine Dugowson,4.0,1958,0,36
Cecil B. Demented,Drama,2000,tt0173716,nm0000691,John Waters,4.3,John Waters,19.0,1946,0,54
Pickup on South Street,Drama,1953,tt0046187,nm0002087,Samuel Fuller,5.0,Samuel Fuller,41.0,1912,1997,41
Paris Holiday,Family,1958,tt0052047,nm0652631,Gerd Oswald,4.4,Gerd Oswald,97.0,1919,1989,39
In & Out,Family,1997,tt0119360,nm0000568,Frank Oz,4.7,Frank Oz,15.0,1944,0,53
Lone Wolf and Cub: Sword of Vengeance,Action/Adventure,1972,tt0068815,nm0593014,Kenji Misumi,4.8,Kenji Misumi,77.0,1921,1975,51
A Bucket of Blood,Horror,1959,tt0052655,nm0000339,Roger Corman,4.6,Roger Corman,50.0,1926,0,33
Fresh Horses,Drama,1988,tt0095178,nm0000770,David Anspaugh,4.4,David Anspaugh,41.0,1946,0,42
Muzzle Tough,Other,1954,tt0047255,nm0293989,Friz Freleng,4.7,Friz Freleng,423.0,1904,1995,50
Sweet Movie,Family,1974,tt0072235,nm0538445,Dusan Makavejev,4.4,Dusan Makavejev,28.0,1932,2019,42
Pony Express,Action/Adventure,1953,tt0046198,nm0394409,Jerry Hopper,4.6,Jerry Hopper,207.0,1907,1988,46
Spawn,Drama,1997,tt0120177,nm0228147,Mark A.Z. Dippé,4.5,Mark A.Z. Dippé,13.0,1956,0,41
Race the Sun,Drama,1996,tt0117427,nm0304395,Charles T. Kanganis,4.4,Charles T. Kanganis,20.0,1958,0,38
The Prisoner of Second Avenue,Family,1975,tt0072034,nm0291035,Melvin Frank,4.6,Melvin Frank,17.0,1913,1988,62
Nishant,Drama,1975,tt0073458,nm0070867,Shyam Benegal,4.8,Shyam Benegal,145.0,1934,0,41
A Home of Our Own,Family,1993,tt0107130,nm0082300,Tony Bill,4.3,Tony Bill,33.0,1940,0,53
Regarding Henry,Drama,1991,tt0102768,nm0001566,Mike Nichols,4.8,Mike Nichols,27.0,1931,2014,60
Holiday Affair,Drama,1949,tt0041473,nm0366942,Don Hartman,4.7,Don Hartman,4.0,1900,1958,49
Dolphin Tale,Family,2011,tt1564349,nm0001747,Charles Martin Smith,4.8,Charles Martin Smith,27.0,1953,0,58
Zigs,Other,2001,tt0173498,nm0552358,Mars Callahan,4.2,Mars Callahan,5.0,1971,0,30
Journal of a Contract Killer,Action/Adventure,2008,tt1043695,nm0562699,Tony Maylam,4.2,Tony Maylam,23.0,1943,0,65
Friday,Drama,2012,tt2076207,nm0723579,Sebastian Rice-Edwards,4.8,Sebastian Rice-Edwards,1.0,1976,0,36
Flight to Mars,Drama,1951,tt0043545,nm0782947,Lesley Selander,4.2,Lesley Selander,287.0,1900,1979,51
Southern Comfort,Other,2001,tt0276515,nm0204934,Kate Davis,4.8,Kate Davis,18.0,1960,0,41
The Greeks Had a Word for Them,Family,1932,tt0022961,nm0792514,Lowell Sherman,4.5,Lowell Sherman,14.0,1888,1934,44
The Amazing Mr. X,Drama,1948,tt0040829,nm0615868,Bernard Vorhaus,4.5,Bernard Vorhaus,34.0,1904,2000,44
Mid-August Lunch,Drama,2008,tt1277728,nm0223924,Gianni Di Gregorio,4.6,Gianni Di Gregorio,5.0,1949,0,59
Freaky Friday,Family,1976,tt0076054,nm0625379,Gary Nelson,4.7,Gary Nelson,263.0,1934,2022,42
Taipei Story,Drama,1985,tt0089866,nm0945981,Edward Yang,4.8,Edward Yang,11.0,1947,2007,38
I Walk the Line,Drama,1970,tt0065874,nm0001239,John Frankenheimer,4.1,John Frankenheimer,113.0,1930,2002,40
Buffet froid,Family,1979,tt0078913,nm0088397,Bertrand Blier,4.7,Bertrand Blier,20.0,1939,0,40
Quarantine,Drama,2008,tt1082868,nm0235719,John Erick Dowdle,4.6,John Erick Dowdle,19.0,1972,0,36
Live Wire,Drama,1992,tt0104743,nm0240995,Christian Duguay,4.4,Christian Duguay,75.0,1957,0,35
Madame Butterfly,Other,1932,tt0023169,nm0314351,Marion Gering,4.5,Marion Gering,17.0,1901,1977,31
Slaves,Other,1969,tt0064997,nm0080868,Herbert J. Biberman,4.2,Herbert J. Biberman,5.0,1900,1971,69
Osmosis Jones,Action/Adventure,2001,tt0181739,nm0125803,Bobby Farrelly,3.1,Bobby Farrelly,47.0,1958,0,43
Gosford Park,Drama,2001,tt0280707,nm0000265,Robert Altman,6.1,Robert Altman,213.0,1925,2006,76
Tiger Fangs,Drama,1943,tt0036439,nm0627864,Sam Newfield,4.2,Sam Newfield,324.0,1899,1964,44
School Days with a Pig,Drama,2008,tt1293094,nm0535351,Tetsu Maeda,4.6,Tetsu Maeda,18.0,1972,0,36
Tron: Legacy,Drama,2010,tt1104001,nm2676052,Joseph Kosinski,4.8,Joseph Kosinski,12.0,1974,0,36
And Now the Screaming Starts!,Drama,1973,tt0069715,nm0001928,Roy Ward Baker,4.4,Roy Ward Baker,154.0,1916,2010,57
Little Chenier,Drama,2006,tt0758764,nm0039192,Bethany Ashton Wolf,4.6,Bethany Ashton Wolf,6.0,1968,0,38
Acacia,Horror,2003,tt0380164,nm0661882,Ki-hyeong Park,4.3,Ki-hyeong Park,5.0,1968,0,35
The Rocky Horror Picture Show,Horror,1975,tt0073629,nm0788940,Jim Sharman,5.0,Jim Sharman,6.0,1945,0,30
Aag Se Khelenge,Drama,1989,tt0096748,nm0007131,Subhash Ghai,4.2,Subhash Ghai,24.0,1945,0,44
Hedd Wyn,Drama,1992,tt0104403,nm0877790,Paul Turner,4.7,Paul Turner,7.0,1945,2019,47
Rock of Ages,Family,2012,tt1336608,nm0788202,Adam Shankman,4.1,Adam Shankman,37.0,1964,0,48
The Phantom of the Opera,Horror,1925,tt0016220,nm0432216,Rupert Julian,5.0,Rupert Julian,59.0,1879,1943,46
Conquest,Fiction,1983,tt0085356,nm0002086,Lucio Fulci,4.3,Lucio Fulci,65.0,1927,1996,56
Scrooged,Family,1988,tt0096061,nm0001149,Richard Donner,4.8,Richard Donner,173.0,1930,2021,58
The Pebble and the Penguin,Family,1995,tt0114108,nm0089940,Don Bluth,3.7,Don Bluth,18.0,1937,0,58
Deadfall,Drama,2012,tt1667310,nm0752328,Stefan Ruzowitzky,4.3,Stefan Ruzowitzky,26.0,1961,0,51
High Fidelity,Drama,2000,tt0146882,nm0001241,Stephen Frears,5.0,Stephen Frears,111.0,1941,0,59
The Secret in Their Eyes,Drama,2009,tt1305806,nm0002728,Juan José Campanella,5.5,Juan José Campanella,115.0,1959,0,50
Solar Crisis,Drama,1990,tt0100649,nm0764781,Richard C. Sarafian,2.3,Richard C. Sarafian,140.0,1930,2013,60
The Terror,Horror,1928,tt0019456,nm0215877,Roy Del Ruth,4.7,Roy Del Ruth,125.0,1893,1961,35
Fog Over Frisco,Drama,1934,tt0025129,nm0226189,William Dieterle,4.6,William Dieterle,83.0,1893,1972,41
Flirting Scholar,Drama,1993,tt0108289,nm0497758,Lik-Chi Lee,4.8,Lik-Chi Lee,20.0,1961,0,32
Monsieur Hulot's Holiday,Family,1953,tt0046487,nm0004244,Jacques Tati,4.7,Jacques Tati,8.0,1907,1982,46
Watchers Reborn,Fiction,1998,tt0129568,nm0119106,John Carl Buechler,3.9,John Carl Buechler,18.0,1952,2019,46
The Medallion,Drama,2003,tt0288045,nm0150906,Gordon Chan,4.1,Gordon Chan,33.0,1960,0,43
The Ducksters,Other,1950,tt0042418,nm0005062,Chuck Jones,4.7,Chuck Jones,324.0,1912,2002,38
Very Bad Things,Drama,1998,tt0124198,nm0000916,Peter Berg,4.0,Peter Berg,45.0,1964,0,34
The Robber Kitten,Other,1935,tt0026941,nm0359457,David Hand,4.5,David Hand,29.0,1900,1986,35
Dreamboat,Family,1952,tt0044566,nm0083125,Claude Binyon,4.8,Claude Binyon,8.0,1905,1978,47
Abbott and Costello Go to Mars,Fiction,1953,tt0045468,nm0006943,Charles Lamont,4.6,Charles Lamont,305.0,1895,1993,58
A Prize of Gold,Drama,1955,tt0048514,nm0733476,Mark Robson,4.4,Mark Robson,32.0,1913,1978,42
Brideless Groom,Other,1947,tt0039219,nm0076618,Edward Bernds,4.7,Edward Bernds,130.0,1905,2000,42
Nasi Lemak 2.0,Other,2011,tt2058024,nm4671471,Namewee,4.5,Namewee,7.0,1983,0,28
The Bandit,Drama,1946,tt0038327,nm0490444,Alberto Lattuada,4.6,Alberto Lattuada,46.0,1914,2005,32
Rachel and the Stranger,Drama,1948,tt0040720,nm0287988,Norman Foster,4.7,Norman Foster,132.0,1903,1976,45
Model for Murder,Other,1959,tt0051940,nm0084204,Terry Bishop,4.4,Terry Bishop,94.0,1912,1981,47
Dr. Jekyll and Ms. Hyde,Family,1995,tt0112895,nm0002606,David Price,4.0,David Price,5.0,1961,0,34
Hickey & Boggs,Drama,1972,tt0068698,nm0191685,Robert Culp,4.5,Robert Culp,5.0,1930,2010,42
The Milky Way,Drama,1969,tt0066534,nm0000320,Luis Buñuel,4.7,Luis Buñuel,35.0,1900,1983,69
Noah's Ark,Family,1928,tt0020223,nm0002031,Michael Curtiz,4.6,Michael Curtiz,171.0,1886,1962,42
Shadowlands,Drama,1993,tt0108101,nm0000277,Richard Attenborough,4.8,Richard Attenborough,12.0,1923,2014,70
Born to Be Bad,Drama,1950,tt0042275,nm0712947,Nicholas Ray,4.6,Nicholas Ray,26.0,1911,1979,39
The Final Journey,Other,2010,tt0230212,nm0011276,R.J. Adams,5.1,R.J. Adams,14.0,1942,2015,68
Teresa's Tattoo,Action/Adventure,1994,tt0111397,nm0004853,Julie Cypher,4.1,Julie Cypher,2.0,1964,0,30
Black Widow,Drama,1954,tt0046791,nm0425913,Nunnally Johnson,4.8,Nunnally Johnson,8.0,1897,1977,57
Love on Delivery,Family,1994,tt0110852,nm0497758,Lik-Chi Lee,4.6,Lik-Chi Lee,20.0,1961,0,33
Woman Haters,Other,1934,tt0026000,nm0331938,Archie Gottler,4.6,Archie Gottler,9.0,1896,1959,38
All Ashore,Family,1953,tt0045491,nm0703689,Richard Quine,4.2,Richard Quine,50.0,1920,1989,33
The Petrified Forest,Drama,1936,tt0028096,nm0562845,Archie Mayo,4.8,Archie Mayo,85.0,1891,1968,45
