IMDb nconst,nconst,name,birthYear,deathYear,category,first_roles,second_roles,third_roles,fourth_roles,total_roles,age
nm3725055,nm3725055,Jessica Henwick,1992,\N,F,27.0,33.0,9.0,3.0,72.0,31.0
nm4867258,nm4867258,Lucy Fry,1992,\N,F,27.0,29.0,8.0,38.0,102.0,31.0
nm1470322,nm1470322,Olivia Olson,1992,\N,F,4.0,4.0,19.0,14.0,41.0,31.0
nm3569284,nm3569284,Georgina Campbell,1992,\N,F,17.0,40.0,3.0,7.0,67.0,31.0
nm2716180,nm2716180,Kelli Goss,1992,\N,F,0.0,0.0,2.0,26.0,28.0,31.0
nm6564737,nm6564737,Joe Keery,1992,\N,M,2.0,3.0,2.0,4.0,11.0,31.0
nm1100839,nm1100839,Sofia Vassilieva,1992,\N,F,2.0,1.0,14.0,114.0,131.0,31.0
nm0819851,nm0819851,Dylan Sprouse,1992,\N,M,109.0,74.0,5.0,2.0,190.0,31.0
nm5353321,nm5353321,Cara Delevingne,1992,\N,F,12.0,25.0,0.0,10.0,47.0,31.0
nm3034977,nm3034977,Samara Weaving,1992,\N,F,8.0,9.0,19.0,5.0,41.0,31.0
nm2546012,nm2546012,Kaya Scodelario,1992,\N,F,24.0,6.0,5.0,5.0,40.0,31.0
nm4422686,nm4422686,Barry Keoghan,1992,\N,M,15.0,12.0,6.0,1.0,34.0,31.0
nm5043859,nm5043859,Rachel Keller,1992,\N,F,4.0,29.0,18.0,0.0,51.0,31.0
nm0107748,nm0107748,Spencer Breslin,1992,\N,M,40.0,12.0,12.0,3.0,67.0,31.0
nm4296013,nm4296013,Halston Sage,1993,\N,F,1.0,4.0,33.0,1.0,39.0,30.0
nm4972453,nm4972453,Olivia Cooke,1993,\N,F,11.0,16.0,8.0,50.0,85.0,30.0
nm5795508,nm5795508,Hermione Corfield,1993,\N,F,7.0,3.0,2.0,2.0,14.0,30.0
nm0597410,nm0597410,Taylor Momsen,1993,\N,F,0.0,1.0,2.0,0.0,3.0,30.0
nm4305463,nm4305463,Naomi Scott,1993,\N,F,4.0,6.0,3.0,4.0,17.0,30.0
nm0719371,nm0719371,Chelsea Rendon,1993,\N,F,1.0,3.0,5.0,18.0,27.0,30.0
nm2788156,nm2788156,Beanie Feldstein,1993,\N,F,11.0,12.0,2.0,2.0,27.0,30.0
nm1455681,nm1455681,AnnaSophia Robb,1993,\N,F,47.0,2.0,17.0,3.0,69.0,30.0
nm4169922,nm4169922,Kiersey Clemons,1993,\N,F,20.0,11.0,21.0,15.0,67.0,30.0
nm0962260,nm0962260,Brett Kelly,1993,\N,M,1.0,1.0,0.0,2.0,4.0,30.0
nm2140860,nm2140860,Maika Monroe,1993,\N,F,17.0,5.0,6.0,3.0,31.0,30.0
nm0247754,nm0247754,Francesca Eastwood,1993,\N,F,13.0,4.0,0.0,3.0,20.0,30.0
nm1185747,nm1185747,Cameron Monaghan,1993,\N,M,11.0,3.0,5.0,5.0,24.0,30.0
nm3614913,nm3614913,Zoey Deutch,1994,\N,F,12.0,12.0,6.0,8.0,38.0,29.0
nm6161516,nm6161516,Camila Mendes,1994,\N,F,5.0,5.0,134.0,2.0,146.0,29.0
nm1519680,nm1519680,Saoirse Ronan,1994,\N,F,14.0,3.0,2.0,3.0,22.0,29.0
nm4223882,nm4223882,Dacre Montgomery,1994,\N,M,4.0,3.0,2.0,1.0,10.0,29.0
nm2030779,nm2030779,Moises Arias,1994,\N,M,17.0,3.0,11.0,14.0,45.0,29.0
nm0266824,nm0266824,Dakota Fanning,1994,\N,F,27.0,32.0,13.0,4.0,76.0,29.0
nm1137414,nm1137414,Liliana Mumy,1994,\N,F,24.0,10.0,63.0,11.0,108.0,29.0
nm5052065,nm5052065,Ansel Elgort,1994,\N,M,15.0,5.0,1.0,0.0,21.0,29.0
nm4089170,nm4089170,Harry Styles,1994,\N,M,2.0,1.0,0.0,0.0,3.0,29.0
nm6390427,nm6390427,Charlie Heaton,1994,\N,M,2.0,6.0,2.0,1.0,11.0,29.0
nm3400186,nm3400186,Julia Garner,1994,\N,F,11.0,15.0,7.0,10.0,43.0,29.0
nm2301950,nm2301950,Dakota Blue Richards,1994,\N,F,6.0,5.0,5.0,3.0,19.0,29.0
nm1419440,nm1419440,Ivana Baquero,1994,\N,F,20.0,13.0,13.0,0.0,46.0,29.0
nm5405979,nm5405979,Alex Høgh Andersen,1994,\N,M,38.0,6.0,7.0,8.0,59.0,29.0
nm3034501,nm3034501,Natalia Dyer,1995,\N,F,7.0,3.0,4.0,0.0,14.0,28.0
nm4726634,nm4726634,Haley Lu Richardson,1995,\N,F,7.0,5.0,4.0,1.0,17.0,28.0
nm3154303,nm3154303,Timothée Chalamet,1995,\N,M,12.0,3.0,1.0,1.0,17.0,28.0
nm3538718,nm3538718,Nick Robinson,1995,\N,M,5.0,26.0,1.0,105.0,137.0,28.0
nm6806440,nm6806440,Finn Cole,1995,\N,M,2.0,3.0,1.0,30.0,36.0,28.0
nm4722966,nm4722966,Virginia Gardner,1995,\N,F,3.0,5.0,36.0,1.0,45.0,28.0
nm5999355,nm5999355,Jonah Hauer-King,1995,\N,M,12.0,8.0,2.0,6.0,28.0,28.0
nm3849842,nm3849842,Sophie Turner,1996,\N,F,14.0,4.0,0.0,1.0,19.0,27.0
nm3239803,nm3239803,Kaitlyn Dever,1996,\N,F,8.0,3.0,11.0,89.0,111.0,27.0
nm3929887,nm3929887,Lili Reinhart,1996,\N,F,7.0,138.0,1.0,0.0,146.0,27.0
nm3918035,nm3918035,Zendaya,1996,\N,F,103.0,81.0,4.0,4.0,192.0,27.0
nm4043618,nm4043618,Tom Holland,1996,\N,M,26.0,5.0,2.0,2.0,35.0,27.0
nm1910255,nm1910255,Dylan Minnette,1996,\N,M,52.0,2.0,4.0,17.0,75.0,27.0
nm3480246,nm3480246,Ella Purnell,1996,\N,F,18.0,4.0,13.0,3.0,38.0,27.0
nm5896355,nm5896355,Anya Taylor-Joy,1996,\N,F,18.0,10.0,3.0,4.0,35.0,27.0
nm2794962,nm2794962,Hailee Steinfeld,1996,\N,F,35.0,15.0,8.0,1.0,59.0,27.0
nm1113550,nm1113550,Abigail Breslin,1996,\N,F,14.0,6.0,8.0,6.0,34.0,27.0
nm7692698,nm7692698,Katherine Langford,1996,\N,F,18.0,27.0,1.0,1.0,47.0,27.0
nm4874651,nm4874651,Dove Cameron,1996,\N,F,96.0,15.0,3.0,17.0,131.0,27.0
nm5589690,nm5589690,Madison Iseman,1997,\N,F,19.0,4.0,4.0,29.0,56.0,26.0
nm7887725,nm7887725,Fionn Whitehead,1997,\N,M,11.0,1.0,2.0,2.0,16.0,26.0
nm6216001,nm6216001,K.J. Apa,1997,\N,M,139.0,6.0,1.0,1.0,147.0,26.0
nm2254074,nm2254074,Bella Thorne,1997,\N,F,134.0,11.0,3.0,7.0,155.0,26.0
nm1842974,nm1842974,Alex Wolff,1997,\N,M,7.0,45.0,10.0,6.0,68.0,26.0
nm3586035,nm3586035,Maisie Williams,1997,\N,F,13.0,7.0,13.0,9.0,42.0,26.0
nm1631269,nm1631269,Chloë Grace Moretz,1997,\N,F,23.0,11.0,8.0,6.0,48.0,26.0
nm3843467,nm3843467,Odeya Rush,1997,\N,F,7.0,9.0,4.0,5.0,25.0,26.0
nm1638321,nm1638321,Maya Hawke,1998,\N,F,5.0,6.0,0.0,2.0,13.0,25.0
nm4977122,nm4977122,Owen Teague,1998,\N,M,5.0,2.0,11.0,2.0,20.0,25.0
nm1736769,nm1736769,Ariel Winter,1998,\N,F,58.0,19.0,4.0,2.0,83.0,25.0
nm1102577,nm1102577,Elle Fanning,1998,\N,F,53.0,16.0,6.0,7.0,82.0,25.0
nm4120909,nm4120909,Tanner Buchanan,1998,\N,M,1.0,3.0,2.0,3.0,9.0,25.0
nm2202521,nm2202521,Madison Pettis,1998,\N,F,11.0,80.0,8.0,22.0,121.0,25.0
nm1428821,nm1428821,Joey King,1999,\N,F,20.0,24.0,5.0,21.0,70.0,24.0
nm1933128,nm1933128,Bailee Madison,1999,\N,F,26.0,57.0,5.0,3.0,91.0,24.0
nm3160752,nm3160752,Emma Kenney,1999,\N,F,5.0,1.0,0.0,1.0,7.0,24.0
nm4055138,nm4055138,Charlie Plummer,1999,\N,M,13.0,4.0,2.0,16.0,35.0,24.0
nm2367353,nm2367353,Morgan Turner,1999,\N,F,0.0,0.0,0.0,2.0,2.0,24.0
nm4085883,nm4085883,Landry Bender,2000,\N,F,41.0,9.0,20.0,1.0,71.0,23.0
nm7635388,nm7635388,Auli'i Cravalho,2000,\N,F,14.0,5.0,11.0,1.0,31.0,23.0
nm3237775,nm3237775,Mackenzie Foy,2000,\N,F,5.0,4.0,1.0,1.0,11.0,23.0
nm4207679,nm4207679,Izabela Vidovic,2001,\N,F,4.0,2.0,1.0,1.0,8.0,22.0
nm5097044,nm5097044,Isabela Merced,2001,\N,F,32.0,6.0,9.0,4.0,51.0,22.0
nm3864163,nm3864163,Raffey Cassidy,2001,\N,F,8.0,1.0,1.0,2.0,12.0,22.0
nm7140802,nm7140802,Gaten Matarazzo,2002,\N,M,1.0,1.0,0.0,0.0,2.0,21.0
nm6096118,nm6096118,Sophia Lillis,2002,\N,F,11.0,1.0,1.0,1.0,14.0,21.0
nm6016511,nm6016511,Finn Wolfhard,2002,\N,M,4.0,35.0,27.0,13.0,79.0,21.0
nm5897057,nm5897057,Jaeden Martell,2003,\N,M,3.0,8.0,10.0,3.0,24.0,20.0
nm5611121,nm5611121,Millie Bobby Brown,2004,\N,F,10.0,7.0,15.0,25.0,57.0,19.0
nm6748436,nm6748436,Dafne Keen,2005,\N,F,17.0,4.0,10.0,1.0,32.0,18.0
nm5085683,nm5085683,Mckenna Grace,2006,\N,F,32.0,6.0,6.0,6.0,50.0,17.0
nm5016878,nm5016878,Jacob Tremblay,2006,\N,M,25.0,6.0,11.0,3.0,45.0,17.0
